RUBRO,NOMBRE DE FANTASIA,CALLE,NRO.,LOCALIDAD,DEPARTAMENTO,DIRECCION COMPLETA,Latitude,Longitude,TELEFONOS,RES.,PROPIETARIO
RESTAURANTE,RINCàN DE CARLITOS,JUAN B.JUSTO,162,CIUDAD,CAPITAL,JUAN B.JUSTO 162 CIUDAD CAPITAL,-32.88416380,-68.85114880,,E/T,GOURMETLAND S.A.
RESTAURANTE,MAMMA MÖA,JUAN B.JUSTO,176,CIUDAD,CAPITAL,JUAN B.JUSTO 176 CIUDAD CAPITAL,-32.88408290,-68.85130300,,E/T,GOURMETLAND S.A.
PARRILLADA,EL RANCHO,RUTA 7 Y CERRO CHACAY,,USPALLATA,LAS HERAS,RUTA 7 Y CERRO CHACAY USPALLATA LAS HERAS,-32.59314310,-69.34522220,02624-420134,E/T,"BULLONEA, ADRIANA BEATRIZ"
CAFETERIA,BONAFIDE PLAZA FRANCIA,VICCHI,30,CIUDAD,SAN RAFAEL,VICCHI 30 CIUDAD SAN RAFAEL,-34.61414700,-68.35163250,2625-15501506,248/19,MALUJO S.R.L.
CAFETERIA,NEU,AV.COLON,609,CIUDAD,CAPITAL,AV.COLON 609 CIUDAD CAPITAL,-32.89331080,-68.84840170,261-5430808,E/T,RSSG S.A.
CAFETERIA,CAF 730,AV.ARISTIDES VILLANUEVA,601,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 601 CIUDAD CAPITAL,-32.89133670,-68.85915960,261-6754805,E/T,
CAFETERIA,BONAFIDE,OLASCOAGA Y SAN MARTIN,,CIUDAD,SAN RAFAEL,OLASCOAGA Y SAN MARTIN CIUDAD SAN RAFAEL,-35.23810120,-60.61356870,2625-15501506,E/T,MALUJO S.R.L.
CAFETERIA,TRIBU,IRIGOYEN,1064,CIUDAD,TUNUYAN,IRIGOYEN 1064 CIUDAD TUNUYAN,-33.57892510,-69.01359540,2622-539526,E/T,"LOPEZ VERGARA, MARIO GABRIEL"
RESTAURANTE,LA POSADA DEL JAMON,RUTA 92,KM.13,VISTA FLORES,TUNUYAN,RUTA 92 KM.13 VISTA FLORES TUNUYAN,-33.65248320,-69.15569490,,246/19,PUNTA NEGRA S.A.
RESTAURANTE,PE¥ON DEL AGUILA,AV.HIPOLITO IRIGOYEN,1650,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 1650 CIUDAD SAN RAFAEL,-34.60912060,-68.35018940,2625-515501506,E/T,INDIE S.R.L.
RESTAURANTE,BARRANCAS SUITES,LA BODEGA,S/N,VILLA 25 DE MAYO,SAN RAFAEL,LA BODEGA S/N VILLA 25 DE MAYO SAN RAFAEL,37.97353460,-122.53108740,0260-154539394,E/T,STTRACT SUR S.A.
CAFETERIA,ESTACION BELGRANO,AV.SAN MARTIN,307,CIUDAD,SAN RAFAEL,AV.SAN MARTIN 307 CIUDAD SAN RAFAEL,37.97353460,-122.53108740,,E/T,"ACOSTA, EDUARDO ENRIQUE"
CAFETERIA,PURA VIDA,AV.GODOY CRUZ,213,CIUDAD,CAPITAL,AV.GODOY CRUZ 213 CIUDAD CAPITAL,-32.88336370,-68.84050630,261-3074440,E/T,"LUCCHETTI, CARLOS JAVIER"
CAFETERIA,LA MAQUINA,AV.RIVADAVIA,2,CIUDAD,SAN RAFAEL,AV.RIVADAVIA 2 CIUDAD SAN RAFAEL,-34.61075280,-68.32744940,,E/T,EMPRENDIMIENTO GASTRONOMICO 4 P
CAFETERIA,FRASCAROLI BIKES,AV.BALLOFET,876,CIUDAD,SAN RAFAEL,AV.BALLOFET 876 CIUDAD SAN RAFAEL,-34.62062290,-68.34875850,,E/T,FRASCAROLI BIKES S.R.L.
RESTAURANTE,PETRA,HIPOLITO YRIGOYEN,1750,CIUDAD,SAN RAFAEL,HIPOLITO YRIGOYEN 1750 CIUDAD SAN RAFAEL,-34.60884700,-68.35086200,,277/19,THE FIRTS S.A.
PARRILLADA,PARRILLA LIBRE,PEDRO VARGAS,1771,CIUDAD,SAN RAFAEL,PEDRO VARGAS 1771 CIUDAD SAN RAFAEL,-34.61289220,-68.33906220,,E/T,"FERNANDEZ, MARCELO JORGE"
CAFETERIA,BUHOS,ESPA¥A,69,CIUDAD,SAN RAFAEL,ESPA¥A 69 CIUDAD SAN RAFAEL,37.97353460,-122.53108740,,280/19,"CHABALE, KARIM ADEL"
CANTINA,CANTINA A GOGO,CHILE,9,CIUDAD,SAN RAFAEL,CHILE 9 CIUDAD SAN RAFAEL,-35.67514700,-71.54296900,,279/19,"GHIGLIONES, PAOLA ALEJANDRA"
RESTAURANTE,VALLE GRANDE HOTEL,RUTA 173,KM.35,RAMA CAIDA,SAN RAFAEL,RUTA 173 KM.35 RAMA CAIDA SAN RAFAEL,-34.83510630,-68.51645090,,249/19,EMPRENDIMIENTOS DEL ATUEL Y EL DIAMANTE S.A.
CAFETERIA,CERBERO,LOS FRANCESES,25,CIUDAD,SAN RAFAEL,LOS FRANCESES 25 CIUDAD SAN RAFAEL,-34.61365290,-68.33843880,,E/T,"BARROS, ALEXANDRA ROMINA"
RESTAURANTE,EL VIEJO BODEGON,HIPOLITO YRIGOYEN,2299,CIUDAD,SAN RAFAEL,HIPOLITO YRIGOYEN 2299 CIUDAD SAN RAFAEL,-34.61289220,-68.33906220,,E/T,"MARTIN, MARIANO ANDRES"
RESTAURANTE,EL PUENTE LOUNGE,RUTA 173,KM.35,VALLE GRANDE,SAN RAFAEL,RUTA 173 KM.35 VALLE GRANDE SAN RAFAEL,-34.83510630,-68.51645090,260-4650949,E/T,"GO¥I, CARLOS AGUSTIN"
SERV.TURISTICOS,CABA¥A TULUMAYA,SAN LORENZO,S/N,STA.MARIA DE ORO,RIVADAVIA,SAN LORENZO S/N STA.MARIA DE ORO RIVADAVIA,-33.18150850,-68.61625970,02623-442064,371/94,ROBERTO D.PETRI
